PROJECT_REFID;PROJECTID;VERSION;PROJECT_TYPE;PROJECT_NAME;REMARKS;BCIREGION;ADDRESS;TOWN;PROVINCE;COUNTRY_NAME;PROJECT_STATUS;PROJECTSTAGE;CONST_START;CONST_END;TIME_STAMP;VALUE;USVALUE;LANGUAGE;CAT_1_NAME;CAT_2_NAME;CAT_3_NAME;CAT_4_NAME;CAT_5_NAME;DEV_TYPE;DEV_TYPEID;FLOOR_AREA;FOREIGN_PARTICIPATION;KEYWORD;LAST;MAJOR;OWNER_TYPE;OWNER_TYPEID;POSTCODE;PROJECTSTAGEID;PROJECT_NOTES;SITE_AREA;STOREYS;SUBCAT_1_NAME;SUBCAT_2_NAME;SUBCAT_3_NAME;SUBCAT_4_NAME;SUBCAT_5_NAME;SUBCAT_6_NAME;SUBCAT_7_NAME;SUBCAT_8_NAME;TIMETABLE_REMARKS;PROJECT_STATUSID;STATUS_DESC
106074546395715;211819002;2;APARTMENTS (40) - new - 2 storey;HUNI PAYUNG APARTEMENT DENPASAR;* 2 storey apartment (approx. 2,200 sq m) * 40 apartement units (3 types unit of apartements:  12 sqm, 15 sqm & 35 sq m) * Units to have single & 2 bedrooms * Single level basement car park * Lobby & reception lounge * Shophouses  Building elements include: * Flooring : ceramic tile / homogeneous tile * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : steel frame * Aluminium framed doors & windows / fabricated wood doors / solid wood doors * Split type air conditioning / duct connected  air conditioning * Fire protection system * Security system * Sanitary ware / plumbing;Bali;Jalan Gunung Payung, kelurahan Padangsambian Kelod, Denpasar Barat;Denpasar;Bali;Indonesia;Construction Commenced;Construction;09/05/2022;28/06/2023;13/05/2022 09:18:00;22000;1.512;;Residential;Retail;;;;New construction;3;2200;0;;1;1;Commercial;4;80117;8;;813;3;Apartment, Condominium, Townhouse;Shop, Shopping Centre, Supermarket;;;;;;;;115;CONSTRUCTION PERMIT (IMB) APPROVED | CONSTRUCTION COMMENCED | MAIN CONTRACTOR NOT DISCLOSED
106318612248110;217992002;2;FACTORY - new - single storey;MITRA PRODIN NEW PRE ROLLED CONE MANUFACTURING FACILITY;* Single storey new pre-rolled cone manufacturing facility (approx. 22,000 sq m)   * Production line * Finished good warehouse  Building elements include: * Flooring : hardened floor / vinyl sheet floor * Structural : steel construction * Ceiling : metal ceiling * Walling : light brick walls / metal walling * Facade : metal cladding * Roofing : metal sheet roofing * Roof truss : steel frame * Fire protection system * Security system * Aluminium framed doors / folding gates  Investment value : Rp. 200 Billion;Bali;Jalan Bima, Desa Penyaringan, Kecamatan Mendoyo;Jembrana;Bali;Indonesia;Construction Commenced;Construction;04/04/2022;31/03/2023;12/05/2022 17:57:00;120000;8.245;;Industrial;;;;;New construction;3;22000;0;;1;1;Commercial;4;82261;8;;50000;1;Manufacturing & Processing;Factory;Warehousing & Logistics;;;;;;;115;MAIN CONTRACTOR LISTED
106319498185735;212179002;10;LABORATORY for COLLEGE - new - 4 storey;POLITEKNIK NEGERI JAKARTA - GEDUNG LABORATORIUM TERPADU PUSAT UNGGULAN TEKNOLOGI (PUT);* 4 storey laboratory building (approx. 8,000 sq m) * Administrative room * Practicum room  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Lifts * Sanitary ware / plumbing;Java;Jalan Prof. DR. G.A. Siwabessy, Kelurahan Kukusan, Kecamatan Beji;Depok;Special Capital Region of Jakarta;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;09/06/2022;02/02/2023;12/05/2022 17:51:00;74108;5.092;;Education;;;;;New construction;3;8000;0;;1;1;Government;3;16425;6;;;4;Research Centre, Laboratory, Observatory;University, College, Institute;;;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE JUNE 2022
106291455663886;208386002;4;FACTORY - new - single storey;NIPPN FOODS INDONESIA FACTORY - CIBITUNG;* Single storey raw materials for food industries factory (approx. 8,000 sq m) * Production lines * Storage area  Building elements include : * Flooring : hardened floor / exposed concrete floor * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Aluminium framed doors & windows / metal doors * Fire protection system;Java;Kawasan Industri MM2100 Jalan Jawa Blok G, Desa Gandamekar, Kecamatan Cikarang Barat;Kabupaten Bekasi;Special Capital Region of Jakarta;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;01/07/2022;14/04/2023;12/05/2022 17:47:00;100000;6.94;;Industrial;;;;;New construction;3;8000;0;;1;1;Commercial;4;17530;6;;;1;Food & Beverage Processing;Factory;;;;;;;;112;MECHANICAL & ELECTRICAL SUBCONTRACTOR APPOINTED BY NEGOTIATION | CONSTRUCTION EXPECTED TO COMMENCE JULY 2022
106324635728881;213686002;5;APARTMENTS (900) - new - 35 storey;ANTASARI PLACE - TOWER B;* 35 storey apartment tower (approx.  44,000 sq m) * 900 apartment units * Studio type apartments (approx.28.40 - 29.94 sq m), 1 bedroom units (approx. 42.70 - 45.50 sq m), 2 bedroom units (approx. 65.10 sq m) * 5 basement levels car park * Retail shops & restaurants * Swimming pool * Children playground / jogging track * Landscaping   Building elements include:  * Flooring : ceramic tile / homogeneous tile / hardened floor * Structural :  reinforced concrete  * Ceiling : gypsum board * Walling : light brick walls / precast concrete panel * Facade : glass wall cladding * Roofing : concrete slab roof * Aluminium framed doors & windows /  solid wood doors * Piling : bored pile / precast pile * 4 lifts * Split type air conditioning / duct connected  air conditioning * Sanitary ware / plumbing * Fire protection system * Security system  Please find more information www.45antasari.co.id;Java;Jalan Pangeran Antasari No. 45, Kelurahan Cipete Selatan, Kecamatan Cilandak;Jakarta Selatan;Special Capital Region of Jakarta;Indonesia;Main Contractor On Site;Construction;29/12/2023;29/06/2025;12/05/2022 16:40:00;440000;30.538;;Residential;Infrastructure;Retail;Sport & Recreation;;New construction;3;44000;0;;1;1;Commercial;4;12430;8;;25000;40;Apartment, Condominium, Townhouse;Multi-Storey Car Park;Restaurant, Cafe, Food Outlet, Canteen;Shop, Shopping Centre, Supermarket;Landscaping;Athletic Track, Sports Field;Swimming Pool, Aquatic Centre, Sauna;Park, Playground;;113;MAIN CONTRACTOR ON SITE | CONSTRUCTION EXPECTED TO COMMENCED DECEMBER 2023 | QUANTITY SURVEYOR LISTED 
106297642628121;217824002;2;HOSPITAL - new - 3 storey;RUMAH SAKIT SAMSOE HIDAJAT;* 3 storey hospital building  * Inpatient care unit  * Emergency unit * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Registration area & waiting room * Pharmacy room * Medical devices & equipments storage * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / solid wood doors * Split type air conditioning * Sanitary ware / plumbing * Lift * Piling : bored pile;Java;Jalan Yos Sudarso No.9, Kelurahan Tawangsari, Kecamatan Semarang Barat;Kota Semarang;Central Java;Indonesia;Documentation In Progress;Design & Documentation;02/08/2022;29/09/2023;12/05/2022 16:39:00;24000;1.666;;Health;Education;;;;New construction;3;3000;0;;1;1;Commercial;4;50144;4;;;3;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;120;DOCUMENTATION COMPLETED | MAIN CONTRACTOR EXPECTED TO BE APPOINTED BY NEGOTIATION | PILING & BORING CONTRACTOR LISTED
106324551994347;213685002;5;APARTMENTS (900) - new - 35 storey;ANTASARI PLACE - TOWER A;* 35 storey apartment tower (approx. 44,000 sq m) * 900 apartment units  * Studio type apartments (approx. 28.40 - 29.94 sq m), 1 bedroom units (approx. 42.70 - 45.50 sq m), 2 bedroom units (approx. 65.10 sq m) * 5 basement levels car park * Retail shops & restaurants * Swimming pool * Children's playground * Jogging track * Landscaping  Building elements include:  * Flooring : ceramic tile / homogeneous tile / hardened floor * Structural :  reinforced concrete  * Ceiling : gypsum board * Walling : light brick walls / precast concrete panel * Facade : glass wall cladding * Roofing : concrete slab roof * Aluminium framed doors & windows /  solid wood doors * Piling : bored pile / precast pile * 4 lifts * Split type air conditioning / duct connected  air conditioning * Sanitary ware / plumbing * Fire protection system * Security system  Please find more information www.45antasari.co.id;Java;Jalan Pangeran Antasari No. 45, Kelurahan Cipete Selatan, Kecamatan Cilandak;Jakarta Selatan;Special Capital Region of Jakarta;Indonesia;Main Contractor On Site;Construction;20/06/2022;20/12/2023;12/05/2022 14:41:00;440000;30.538;;Residential;Infrastructure;Retail;Sport & Recreation;;New construction;3;44000;0;;1;1;Commercial;4;12430;8;;25000;40;Apartment, Condominium, Townhouse;Multi-Storey Car Park;Restaurant, Cafe, Food Outlet, Canteen;Shop, Shopping Centre, Supermarket;Landscaping;Athletic Track, Sports Field;Swimming Pool, Aquatic Centre, Sauna;Park, Playground;;113;MAIN CONTRACTOR ON SITE | CONSTRUCTION EXPECTED TO COMMENCED JUNE 2022 | QUANTITY SURVEYOR LISTED
106340393816828;218499002;1;INPATIENT CARE UNIT for HOSPITAL - new - 2 storey;RSUD BIMA - RAWAT INAP;* 2 storey inpatient care unit * Medical consulting rooms * Patient recovery rooms * Medical devices & equipment storage  Building elements include: * Flooring : homogeneous tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing;Nusa Tenggara;Jalan Langsat No. 1, Kelurahan Rabangodu Selatan, Kecamatan Raba;Kabupaten Bima;West Nusa Tenggara;Indonesia;Design Contract Awarded / Competition Winner;Concept;01/08/2022;31/12/2022;12/05/2022 12:39:00;9472;0.651;;Health;;;;;New construction;3;1800;0;;1;0;Government;3;84115;2;;;2;Hospital;;;;;;;;;122;CONTRACT AWARDED FOR ARCHITECT
106340418631810;218500002;1;SURGICAL UNIT for HOSPITAL - refurbishment - 2 storey;RSUD SONDOSIA - RUANG OPERASI;* 2 storey surgical unit (approx. 970 sq m) * Patient recovery rooms * Medical consulting rooms * Waiting lounge  Building elements include: * Flooring : homogeneous tile / vinyl * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Sanitary ware / plumbing;Nusa Tenggara;Jalan Lintas Sumbawa, Kelurahan Sondosia, Kecamatan Bolo;Kabupaten Bima;West Nusa Tenggara;Indonesia;Building Approval;Design & Documentation;01/08/2022;31/12/2022;12/05/2022 12:37:00;5826;0.4;;Health;;;;;Refurbishment;2;970;0;;1;0;Government;3;84161;4;;;2;Hospital;;;;;;;;;165;CONSTRUCTION PERMIT (IMB) APPROVED | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED JUNE 2022
106323602431196;217107002;2;FLATS (48) - new - 4 storey;RUMAH SUSUN 1 SEMPER CAKUNG DRAIN;* 4 storey public housing flats (approx 2,500 sq m) * 48 flats (single type of units : approx. 45 sq m)  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls / precast concrete panels * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors / PVC doors * Security system * Lifts * Sanitary ware / plumbing;Java;Jalan Inspeksi Cakung Drain, Kelurahan Semper Timur, Kecamatan Cilincing;Jakarta Timur;Special Capital Region of Jakarta;Indonesia;Plans In Progress;Design & Documentation;13/07/2022;30/12/2022;11/05/2022 18:24:00;12225;0.848;;Residential;;;;;New construction;3;2500;0;penyusunan, ded, penyediaan, rumah, susun, semper, cakung, drain;1;1;Government;3;14130;4;;;4;Apartment, Condominium, Townhouse;;;;;;;;;104;SKETCH PLANS IN PROGRESS | CONTRACT AWARDED FOR TRAFFIC ENGINEER | OPEN TENDERS FOR MAIN CONTRACT EXPECTED TO BE ADVERTISED JUNE 2022
106311565107293;212539002;7;AGRICULTURAL FACILITY - new;NURSERY CIANJUR;* Single storey agricultural facility (approx. 7,700 sq m) * Germination rooting mother plant house * Arboretum * Aclimatization Area * Shaded Area * Area processing of planting media  Building elements include: * Flooring : ceramic tile / hardened concrete floor * Structural : steel construction * Roofing : paranet / shading net * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors / folding gates;Java;Desa Gekbrong, Kecamatan Gekbrong;Cianjur;West Java;Indonesia;Construction Commenced;Construction;10/05/2022;15/11/2022;11/05/2022 17:26:00;36840;2.564;;Industrial;;;;;New construction;3;7700;0;;1;1;Government;3;43261;8;;;1;Agricultural, Horticultural Facility;;;;;;;;;115;CONSTRUCTION COMMENCED
106207638153816;205568002;4;HOSPITAL - 3 buildings - new - 4 & 8 storey;RSUP DR. SARDJITO - GEDUNG IBU DAN ANAK TERPADU;* 3 x 4 & 8 storey hospital bulding  * Inpatient care unit  * Emergency unit * Polyclinic unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient recovery rooms  * Obstetrics & gynaecology unit * Registration area & waiting room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Pediatric Intensive Care Unit (PICU) * Medical devices & equipments storage  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls & corner guard / vinyl walling / partition wall  * Facade : glass wall cladding curtain wall / aluminium composite cladding * Roofing : concrete roof tile / polyvinyl chloride (PVC) Roof * Roof truss : lightweight steel  * Aluminium framed doors & windows / solid wood doors / automatic sliding doors * Lifts * Split type air conditioning * Fire protection system * Sanitary ware / plumbing;Java;Jalan Kesehatan No. 1 Sekip, Desa Sinduadi, Kecamatan Mlati;Sleman;Yogyakarta;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;05/08/2022;29/06/2024;11/05/2022 16:52:00;96000;6.678;;Health;Education;;;;New construction;3;12000;0;;1;1;Government;3;55284;6;;;8;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;119;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 12 JULY 2022 | OPEN TENDERS FOR CONSTRUCTION MANAGER CLOSED | CONTRACT EXPECTED TO BE AWARDED 15 JULY 2022
106326525549577;215351002;7;FLATS (46) for POLICE STATION - new - 2 storey;SATUAN BRIMOB POLISI DAERAH (POLDA) JATENG - RUMAH SUSUN KOMPI 2C SURAKARTA;* 2 storey employee housing flats (approx. 1,748 sq m) * 46 flats (single type of units : approx. 38 sq m) * At grade car park  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Fire protection system * Sanitary ware / plumbing;Java;Jalan Jenderal Pol Anton Sujarwo No.218, Kelurahan Srondol Wetan, Kecamatan Banyumanik;Kota Semarang;Central Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;16/06/2022;29/12/2022;11/05/2022 16:51:00;16546;1.152;;Residential;;;;;New construction;3;1748;0;;1;1;Government;3;50263;6;;;2;Apartment, Condominium, Townhouse;;;;;;;;;112;MAIN CONTRACT AWARDED | CONTRACT AWARDED FOR SUPERVISORY CONSULTANT | CONSTRUCTION EXPECTED TO COMMENCE JUNE 2022
105744646983159;197293002;6;HOSPITAL - new - 8 storey;RSUP DR. HASAN SADIKIN - MOTHER & CHILD HEALTHCARE CENTRE (MCHC);* 8 storey hospital (approx. 25,000 sq m) * Inpatient care unit * Polyclinic unit * Medical laboratory * Medical consulting rooms * Obstetrics & gynaecology unit * Registration area & waiting room * Observation room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Pediatric Intensive Care Unit (PICU) * Medical devices & equipments storage * Single level basement  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural :  reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls / precast concrete panels * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors / automatic sliding doors * Lifts * Split type air conditioning * Fire protection system * Sanitary ware / plumbing;Java;Jalan Pasteur No. 38, Kelurahan Pasteur, Kecamatan Sukajadi;Kota Bandung;West Java;Indonesia;Tender Closed - Contract Not Yet Awarded ;Pre-Construction;01/08/2022;30/12/2022;11/05/2022 16:45:00;439272;30.181;;Health;Infrastructure;Education;;;New construction;3;25000;0;;1;1;Government;3;40161;6;;;9;Hospital;Multi-Storey Car Park;Research Centre, Laboratory, Observatory;;;;;;;119;PROJECT NOW IN PROGRESS | OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 15 JULY 2022 | OPEN TENDERS FOR SUPERVISORY CONSULTANT CLOSED | CONTRACT EXPECTED TO BE AWARDED 15 JULY 2022
106319341649497;218094002;2;LABORATORY for HOSPITAL - refurbishment - single storey;RSUP DR. SARDJITO - LABORATORIUM TELE ROBOTIC;* Single storey laboratory building (approx. 500 sq m) * Medical laboratory unit  * Radiology unit  * Diagnostic rooms * Registration area * Storage room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning;Java;Jalan Kesehatan No. 1 Sekip, Desa Sinduadi, Kecamatan Mlati;Sleman;Yogyakarta;Indonesia;Construction Commenced;Construction;16/05/2022;28/10/2022;11/05/2022 15:40:00;3542;0.247;;Education;Health;;;;Refurbishment;2;500;0;;1;0;Government;3;55284;8;;;1;Research Centre, Laboratory, Observatory;Hospital;;;;;;;;115;CONSTRUCTION COMMENCED
106323447008859;216936002;4;ANIMAL CAGE - new - single storey;KANDANG PENGENDALI TERNAK LIAR MASYARAKAT KAMPUNG PEUTEUY;* Single storey animal cage (approx. 480 sq m) * Quarantine area * Cattle ramp * Waste disposal system  Building elements include: * Flooring : hardened floor * Structural : steel construction * Ceiling : metal ceiling * Walling : wire walls system * Roofing : PVC Twinwall * Roof truss : steel frame * Aluminium framed doors & windows / fabricated aluminium doors;Java;Kampung Legon Pakis, Desa Ujung Jaya, Kecamatan Sumur;Pandeglang;Banten;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;14/06/2022;16/11/2022;11/05/2022 15:39:00;2381;0.164;;Industrial;;;;;New construction;3;480;0;;1;0;Government;3;60256;6;;;1;Agricultural, Horticultural Facility;;;;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE JUNE 2022
